tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
570051381534396416,positive,1.0,,,Virgin America,,Nicsplace,,0,@virginamerica moodlighting is the only way to fly! best experience ever! cool and calming  ??  ,,2015-02-23 18:43:35 -0800,Central Texas,
570045393565691904,positive,1.0,,,Virgin America,,Nicsplace,,0,"@virginamerica @freddieawards done and done! best airline around, hands down!",,2015-02-23 18:19:47 -0800,Central Texas,
570038941497192448,neutral,0.6791,,0.0,Virgin America,,elisha_malulani,,0,@virginamerica when can i book my flight to hawaii??,,2015-02-23 17:54:09 -0800,i'm creating a monster ,Pacific Time (US & Canada)
570035876845084672,negative,1.0,Customer Service Issue,1.0,Virgin America,,DannyDouglass,,0,@virginamerica your chat support is not working on your site:  ,,2015-02-23 17:41:58 -0800,"San Francisco, CA",Pacific Time (US & Canada)
570033593394667521,positive,0.6639,,,Virgin America,,jamesferrandini,,0,"@virginamerica view of downtown los angeles, the hollywood sign, and beyond that rain in the mountains!  ",,2015-02-23 17:32:54 -0800,,
570025482344898560,negative,0.6688,Flight Booking Problems,0.6688,Virgin America,,will_lenzenjr,,0,"@virginamerica hey, first time flyer next week   excited! but im having a hard time getting my flights added to my elevate account  help?",,2015-02-23 17:00:40 -0800,Iowa City,Central Time (US & Canada)
570016304284901379,neutral,1.0,,,Virgin America,,GottAmanda,,0,@virginamerica plz help me win my bid upgrade for my flight  digit / digit  lax   >sea!!!  ?????,"[34.0219817, -118.38591198]",2015-02-23 16:24:11 -0800,Los Angeles,
570015408788414464,neutral,0.6578,,0.0,Virgin America,,KGervaise,,0,@virginamerica i have an unused ticket but moved to a new city where you dont fly  how can i fly with you before it expires?  ,,2015-02-23 16:20:38 -0800,Georgia,Pacific Time (US & Canada)
570013523650048002,neutral,1.0,,,Virgin America,,papamurat,,0,@virginamerica are flights leaving dallas for seattle on time feb  digit ?,,2015-02-23 16:13:09 -0800,,
570012257549070337,positive,1.0,,,Virgin America,,arieldaie,,0,@virginamerica im   for a good reason: you rock!!,,2015-02-23 16:08:07 -0800,Los Angeles,
570011341483843584,neutral,0.6799,,,Virgin America,,vacations7,,0,@virginamerica  dream    ,,2015-02-23 16:04:28 -0800,Turks and caicos,
570010571707256832,positive,1.0,,,Virgin America,,ChelseaPoe666,,0,@virginamerica wow this just blew my mind,,2015-02-23 16:01:25 -0800,Oakland via Midwest ,Atlantic Time (Canada)
570010539499393025,neutral,1.0,,,Virgin America,,BobGlavinVO,,0,@virginamerica @ladygaga @carrieunderwood after last night       @ladygaga! i think @carrieunderwood agree,,2015-02-23 16:01:17 -0800,"New York, NY",Eastern Time (US & Canada)
570009713447825408,neutral,0.6436,,,Virgin America,,lisaaiko,,0,@virginamerica @ladygaga @carrieunderwood all were entertaining,,2015-02-23 15:58:00 -0800,,
570009035455344640,neutral,0.6764,,0.0,Virgin America,,grantbrowne,,0,"@virginamerica is flight  digit  on its way? was supposed to take off  digit  minutes ago  website still shows ""on time"" not ""in flight""  thanks ",,2015-02-23 15:55:18 -0800,Worldwide,Central Time (US & Canada)
570006886012973056,positive,0.657,,,Virgin America,,joyabsalon,,0,@virginamerica @ladygaga @carrieunderwood julie andrews all the way though @ladygaga was very impressive! no to @carrieunderwood,,2015-02-23 15:46:46 -0800,Northern Virginia,Eastern Time (US & Canada)
570004391731847169,neutral,1.0,,,Virgin America,,2v,,0,@virginamerica wish you flew out of atlanta    soon?,,2015-02-23 15:36:51 -0800,Los Angeles / Atlanta,Eastern Time (US & Canada)
570001194900426752,neutral,0.7118,,0.0,Virgin America,,KSmithFoundHere,,0,@virginamerica @ladygaga @carrieunderwood julie andrews  hands down ,,2015-02-23 15:24:09 -0800,,Atlantic Time (Canada)
570000071644872704,neutral,1.0,,,Virgin America,,papamurat,,0,@virginamerica will flights be leaving dallas for la on february  digit th?,,2015-02-23 15:19:41 -0800,,
569996412286582784,negative,0.6939,Flight Booking Problems,0.6939,Virgin America,,murphicus,,0,@virginamerica hi! im so excited about your $ digit  lga >dal deal  but ive been trying  digit  book since last week & the page never loads  thx!,,2015-02-23 15:05:09 -0800,"new york, new york",Eastern Time (US & Canada)
569996245462159361,positive,1.0,,,Virgin America,,VinnieFerra,,0,@virginamerica you know it  need it on my spotify stat  ,,2015-02-23 15:04:29 -0800,"brooklyn, Ny",Pacific Time (US & Canada)
569990222609412097,positive,0.635,,,Virgin America,,KevinDemsi,,0,@virginamerica @ladygaga @carrieunderwood  im lady gaga!!! she is amazing! ?,,2015-02-23 14:40:33 -0800,"Bali, Republic of Indonesia",Kuala Lumpur
569990163209850881,neutral,0.7007,,,Virgin America,,giffgaffman,,0,@virginamerica @ladygaga @carrieunderwood   carrie!,,2015-02-23 14:40:19 -0800,"UK, USA. ",
569989504431316993,neutral,1.0,,,Virgin America,,HanlonBrothers,,0,@virginamerica new marketing song?   let us know what you think?,,2015-02-23 14:37:42 -0800,"Gold Coast, Australia",Brisbane
569989321698074624,neutral,1.0,,,Virgin America,,emilybg78,,0,@virginamerica @ladygaga @carrieunderwood julie andrews first but lady gaga wowd me last night  carrie? meh ,,2015-02-23 14:36:58 -0800,"Stockton, CA",Arizona
569989034501500928,negative,1.0,Customer Service Issue,1.0,Virgin America,,rachie1126,,0,@virginamerica i called a  digit   digit  weeks ago about adding  digit  flights from  digit  to my elevate   they still havent shown up   help!,,2015-02-23 14:35:50 -0800,"New York, NY",Eastern Time (US & Canada)
569987622484848640,neutral,0.6858,,,Virgin America,,adawson66,,0,"@virginamerica @ladygaga @carrieunderwood all are great , but i have to go with   ??","[33.57963333, -117.73024772]",2015-02-23 14:30:13 -0800,,
569986782567071744,neutral,1.0,,,Virgin America,,SocialPLC,,0,"@virginamerica @ladygaga @carrieunderwood sorry, mary martin had it first!",,2015-02-23 14:26:53 -0800,"Twin Cities, Minn.",Eastern Time (US & Canada)
569986348041547778,positive,1.0,,,Virgin America,,jeffreymace01,,0,@virginamerica @ladygaga @carrieunderwood  love all three but you really cant beat the classics!,,2015-02-23 14:25:09 -0800,,
569982307634794497,neutral,0.6814,,0.0,Virgin America,,1stcrown,,0,@virginamerica flight  digit  dal to dca  digit / digit   digit : digit pm  tried to check in could not  status please ,,2015-02-23 14:09:06 -0800,USA,Central Time (US & Canada)
569976620158578688,negative,1.0,Customer Service Issue,1.0,Virgin America,,onerockgypsy,,0,@virginamerica heyyyy guyyyys   been trying to get through for an hour  can someone call me please? :/,,2015-02-23 13:46:30 -0800,next city,Pacific Time (US & Canada)
569973821396152323,negative,1.0,Late Flight,0.6789,Virgin America,,noelduan,,0,"@virginamerica hi, virgin! im on hold for  digit   digit  minutes    are there any earlier flights from la to nyc tonight; earlier than  digit : digit pm?",,2015-02-23 13:35:23 -0800,SF ? NY,Eastern Time (US & Canada)
569972508499283968,positive,0.6922,,,Virgin America,,Travelzoo,,0,@virginamerica congrats on winning the @travelzoo award for best deals from an airline (us)  ,,2015-02-23 13:30:10 -0800,"New York, NY",Pacific Time (US & Canada)
569967019958730753,negative,1.0,Lost Luggage,1.0,Virgin America,,gianagon,,0,@virginamerica everything was fine until you lost my bag,"[40.6413712, -73.78311558]",2015-02-23 13:08:21 -0800,New York + Panama,Eastern Time (US & Canada)
569961866224652288,neutral,1.0,,,Virgin America,,bxchen,,0,@virginamerica need to change reservation  have virgin credit card  do i need to modify on phone to waive change fee? or can i do online?,,2015-02-23 12:47:52 -0800,"San Francisco, CA",Eastern Time (US & Canada)
569949891163615232,neutral,0.6492,,0.0,Virgin America,,seimatrun,,0,@virginamerica i emailed your customer service team  let me know if you need the tracking number ,,2015-02-23 12:00:17 -0800,Los Angeles,
569948966873370625,neutral,1.0,,,Virgin America,,jamied7,,0,"@virginamerica hi i just booked a flight but need to add baggage, how can i do this?",,2015-02-23 11:56:37 -0800,"London, England",London
569946362126602240,negative,1.0,Flight Attendant Complaints,0.3516,Virgin America,,seimatrun,,0,@virginamerica your airline is awesome but your lax loft needs to step up its game  $ digit  for dirty tables and floors?  ,,2015-02-23 11:46:16 -0800,Los Angeles,
569942903683813376,positive,1.0,,,Virgin America,,mrmichaellay,,0,"@virginamerica not worried, its been a great ride in a new plane with great crew  all airlines should be like this ","[36.08457854, -115.13780136]",2015-02-23 11:32:31 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada)
569941957490774016,positive,1.0,,,Virgin America,,TaylorLumsden,,0,@virginamerica awesome  i flew yall sat morning  any way we can correct my bill ?,,2015-02-23 11:28:46 -0800,"Dallas, Texas",Mountain Time (US & Canada)
569940834994401280,neutral,1.0,,,Virgin America,,campusmoviefest,,0,"@virginamerica or watch some of the best student films in the country at  digit , digit  feet!    ",,2015-02-23 11:24:18 -0800,USA,Eastern Time (US & Canada)
569940323746516993,neutral,1.0,,,Virgin America,,TaylorLumsden,,0,@virginamerica first time flying you all  do you have a different rate/policy for media bags? thanks,,2015-02-23 11:22:16 -0800,"Dallas, Texas",Mountain Time (US & Canada)
569935232033366017,negative,1.0,Customer Service Issue,1.0,Virgin America,,meme_meng,,0,@virginamerica what is going on with customer service? is there anyway to speak to a human asap? thank you ,,2015-02-23 11:02:02 -0800,,
569934395865493504,neutral,1.0,,,Virgin America,,kyle_romanoff,,0,@virginamerica what happened to doom?!,,2015-02-23 10:58:43 -0800,,
569933816963342337,negative,1.0,Customer Service Issue,1.0,Virgin America,,GunsNDip,,0,@virginamerica why cant you supp the biz traveler like @southwestair  and have customer service like @jetblue  ,,2015-02-23 10:56:25 -0800,,Pacific Time (US & Canada)
569933777931145216,positive,1.0,,,Virgin America,,artisticwritr87,,0,@virginamerica ive applied more then once to be a member of the   crew team   im  digit % interested       g,,2015-02-23 10:56:16 -0800,"Seattle, WA",Pacific Time (US & Canada)
569933405506310144,negative,0.6792,Late Flight,0.3477,Virgin America,,arieldaie,,0,@virginamerica youre the best!! whenever i (begrudgingly) use any other airline im delayed and late flight :(,,2015-02-23 10:54:47 -0800,Los Angeles,
569933360564342784,negative,1.0,Can't Tell,1.0,Virgin America,,GunsNDip,,0,@virginamerica i have no interesting flying with you after this  i will cancelled flight my next four flights i planned  ,,2015-02-23 10:54:36 -0800,,Pacific Time (US & Canada)
569929243146088448,negative,1.0,Can't Tell,1.0,Virgin America,,GunsNDip,,0,@virginamerica it was a disappointing experience which will be shared with every business traveler i meet   ,,2015-02-23 10:38:14 -0800,,Pacific Time (US & Canada)
569926998824394752,negative,1.0,Flight Booking Problems,1.0,Virgin America,,jsatk,,0,@virginamerica i’m having trouble adding this flight my wife booked to my elevate account  help?  ,"[0.0, 0.0]",2015-02-23 10:29:19 -0800,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
569923394990419968,neutral,0.6705,,0.0,Virgin America,,serenaklal,,0,@virginamerica cant bring up my reservation online using flight booking problems code,,2015-02-23 10:15:00 -0800,Chicago,Eastern Time (US & Canada)
569922008588222465,neutral,1.0,,,Virgin America,,openambit1,,0,@virginamerica random q: whats the distribution of elevate avatars? i bet that kitty has a disproportionate share  ,,2015-02-23 10:09:30 -0800,,
569920824905306113,neutral,0.6545,,0.0,Virgin America,,cabowine,,0,@virginamerica i < digit  flying va but life happens and i am trying to   my trip jperhi  can you help va home page will not let me ?,,2015-02-23 10:04:47 -0800,"Los Cabos,Mexico",Arizona
569919041244147712,negative,1.0,Can't Tell,0.6513,Virgin America,,MaryAnnTaylorT,,0,@virginamerica why is the site down?  when will it be back up?,,2015-02-23 09:57:42 -0800,"New York, NY",Arizona
569915941192015872,neutral,1.0,,,Virgin America,,RamotControl,,0,"@virginamerica ""you down with rnp?"" ""yeah you know me!""",,2015-02-23 09:45:23 -0800,,Pacific Time (US & Canada)
569913339427434496,neutral,0.6639,,0.0,Virgin America,,losermelon,,0,"@virginamerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",,2015-02-23 09:35:03 -0800,,
569911816937033728,negative,1.0,Cancelled Flight,1.0,Virgin America,,AlisonK33774854,,0,@virginamerica i like the tv and interesting video   just disappointed in cancelled flightled flight when other flights went out to jfk on saturday  ,,2015-02-23 09:29:00 -0800,,
569911674158731264,negative,1.0,Late Flight,1.0,Virgin America,,GunsNDip,,0,"@virginamerica just landed in lax, an hour after i should of been here  your no late flight bag check is not business travel friendly  ",,2015-02-23 09:28:26 -0800,,Pacific Time (US & Canada)
569911218942517248,neutral,0.6765,,0.0,Virgin America,,yazdanagh,,0,@virginamerica why is flight  digit  redirected?,,2015-02-23 09:26:37 -0800,,
569910981868060673,negative,1.0,Customer Service Issue,0.6863,Virgin America,,MerchEngines,,0,"@virginamerica is it me, or is your website down?  btw, your new website isnt a great user experience   time for another redesign ",,2015-02-23 09:25:41 -0800,"Los Angeles, CA",Arizona
569909224521641984,negative,1.0,Customer Service Issue,0.6771,Virgin America,,ColorCartel,,0,@virginamerica i cant check in or add a bag  your website isnt working  ive tried both desktop and mobile  ,,2015-02-23 09:18:42 -0800,"Austin, TX",Mountain Time (US & Canada)
569907336485019648,negative,1.0,Can't Tell,0.659,Virgin America,,MustBeSpoken,,0,@virginamerica   let  digit  scanned in passengers leave the plane than told someone to remove their bag from  digit st class bin?  ,,2015-02-23 09:11:12 -0800,,
569896805611089920,negative,1.0,Flight Booking Problems,0.6714,Virgin America,,mattbunk,,0,@virginamerica what is your phone number  i cant find who to call about a flight reservation ,,2015-02-23 08:29:21 -0800,"Sterling Heights, MI",Eastern Time (US & Canada)
569894449620369408,negative,1.0,Customer Service Issue,1.0,Virgin America,,louisjenny,,0,@virginamerica is anyone doing anything there today?  website is useless and no one is answering the phone ,,2015-02-23 08:19:59 -0800,Washington DC,Quito
569894407001939968,neutral,1.0,,,Virgin America,,STravelsW,,0,@virginamerica trying to add my boy prince to my ressie  sf this thursday @virginamerica from lax  ,,2015-02-23 08:19:49 -0800,"Manhattan Beach, CA",
569892199690678272,negative,1.0,Late Flight,0.6882,Virgin America,,GunsNDip,,0,@virginamerica why must a traveler miss a flight to late flight check a bag?  i missed my morning appointments and you lost my business   ,,2015-02-23 08:11:03 -0800,,Pacific Time (US & Canada)
569891469210755074,neutral,1.0,,,Virgin America,,joeyrenagade,,0,@virginamerica check out new music  ,,2015-02-23 08:08:08 -0800,Greater Los Angeles,
569891436100874241,negative,0.6925,Late Flight,0.3521,Virgin America,,mrmichaellay,,0,@virginamerica hows a direct flight fll >sfo have unexpected layover in vegas  digit  fuel yet peeps next to me bought for vegas flight   ,"[0.0, 0.0]",2015-02-23 08:08:01 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada)
569887310713479168,negative,1.0,Late Flight,0.3486,Virgin America,,GunsNDip,,0,@virginamerica your no late flight bag check just lost you my business  i missed flight and am apt  three other people on flight had same exp ,,2015-02-23 07:51:37 -0800,,Pacific Time (US & Canada)
569887049446076416,positive,1.0,,,Virgin America,,TheDuchessSF,,0,"@virginamerica   amazing customer  service, again! ?? raeann in sf   shes the best!      ",,2015-02-23 07:50:35 -0800,Online,Pacific Time (US & Canada)
569884551712886785,negative,1.0,Customer Service Issue,1.0,Virgin America,,BeLeather,,0,@virginamerica called your service line and was hung up on  this is awesome   ,"[0.0, 0.0]",2015-02-23 07:40:39 -0800,,Pacific Time (US & Canada)
569884407852437504,negative,1.0,Flight Booking Problems,0.6366,Virgin America,,BeLeather,,0,@virginamerica your site is tripping  im trying to check in and im getting the plain text version  i am reluctant to enter any card info ,"[0.0, 0.0]",2015-02-23 07:40:05 -0800,,Pacific Time (US & Canada)
569881548515708928,neutral,0.6593,,0.0,Virgin America,,drcaseydrake,,0,@virginamerica i was scheduled for sfo  digit  dal flight  digit  today  changed to  digit th due weather  looks like flight still on?,"[37.79374402, -122.39327564]",2015-02-23 07:28:43 -0800,"Dallas, TX",
569873669700358144,positive,0.6823,,0.0,Virgin America,,flyfromWAS,,0,"@virginamerica has getaway deals through may, from $ digit  one way  lots of cool cities      ",,2015-02-23 06:57:25 -0800,"Washington, DC",Eastern Time (US & Canada)
569873668131717120,neutral,1.0,,,Virgin America,,flyfromSEA,,0,"@virginamerica has getaway deals through may, from $ digit  one way  lots of cool cities      ",,2015-02-23 06:57:24 -0800,Seattle,Central Time (US & Canada)
569873665640292353,positive,0.6806,,,Virgin America,,flyfromNYC,,0,"@virginamerica has getaway deals through may, from $ digit  one way  lots of cool cities      ",,2015-02-23 06:57:24 -0800,"New York City, NY",Central Time (US & Canada)
569873664612704256,neutral,0.6529,,,Virgin America,,flyfromLAX,,0,"@virginamerica has getaway deals through may, from $ digit  one way  lots of cool cities      ",,2015-02-23 06:57:24 -0800,"Los Angeles, CA",Central Time (US & Canada)
569872058613673984,positive,0.6779999999999999,,,Virgin America,,Silvanabfer,,0,@virginamerica have a great week ??,,2015-02-23 06:51:01 -0800,,
569861209781989377,positive,0.3482,,0.0,Virgin America,,AdamJdubs,,0,@virginamerica come back to   already  we need you to take us out of this horrible cold     ,,2015-02-23 06:07:54 -0800,Earth,Eastern Time (US & Canada)
569847920192655361,negative,1.0,Late Flight,1.0,Virgin America,,nicholas_v,,0,"@virginamerica should i be concerned that i am about to fly on a plane that needs to be delayed due to a ""tech stop""?","[26.074379, -80.1416831]",2015-02-23 05:15:06 -0800,,Eastern Time (US & Canada)
569814339785338880,positive,1.0,,,Virgin America,,tstashajones,,0,"@virginamerica is the best airline i have flown on easy to change your reservation,helpful representatives & a comfortable flying experience",,2015-02-23 03:01:39 -0800,"Halifax, Nova Scotia, Canada",Eastern Time (US & Canada)
569777607371128834,positive,1.0,,,Virgin America,,SkateMamas,,0,@virginamerica and again! another rep kicked butt! naelah represents your team so beautifully!! thank you!!!,,2015-02-23 00:35:42 -0800,"Los Angeles, CA",
569774078233419776,positive,1.0,,,Virgin America,,dngoo,,0,@virginamerica your beautiful front end design is down right now; but it was cool to still book my ticket b/c all your back end was secure ,,2015-02-23 00:21:40 -0800,"Near a park, water, or lights",Pacific Time (US & Canada)
569770363623575552,positive,1.0,,,Virgin America,,SamBrittenham,,0,"@virginamerica love the team running gate e digit  at las tonight  waited for a delayed flight, and they kept things entertaining",,2015-02-23 00:06:55 -0800,USA,Eastern Time (US & Canada)
569748316776325120,negative,0.6832,Customer Service Issue,0.3773,Virgin America,,usagibrian,,0,@virginamerica use another browser!  digit  & a brand with a reputation built on tech response doesnt have a cross browser compatible website?,,2015-02-22 22:39:18 -0800,San Francisco CA,Pacific Time (US & Canada)
569741221783957504,negative,1.0,Flight Booking Problems,0.6767,Virgin America,,usagibrian,,0,"@virginamerica and now the flight flight booking problems site is totally down  folks, what is the problem?",,2015-02-22 22:11:07 -0800,San Francisco CA,Pacific Time (US & Canada)
569737603617943552,negative,1.0,Customer Service Issue,0.6527,Virgin America,,KindofLuke,,0,@virginamerica i like the customer service but a  digit  min delay just for connecting passengers seems too long  va digit ,,2015-02-22 21:56:44 -0800,,
569714127792254976,positive,1.0,,,Virgin America,,ptbrodie,,0,@virginamerica thanks to your outstanding nyc jfk crew who moved mountains to get me home to san francisco tonight!,,2015-02-22 20:23:27 -0800,San Francisco,
569675144353828864,positive,1.0,,,Virgin America,,cheryleng,,0,@virginamerica you have the absolute best team and customer service ever   every time i fly with you im delighted   thank you!,"[33.9469039, -118.40716847]",2015-02-22 17:48:33 -0800,,Pacific Time (US & Canada)
569674358135914496,neutral,1.0,,,Virgin America,,HishamSharaby,,0,"@virginamerica do you provide complimentary upgrades to first class, if there are available seats?",,2015-02-22 17:45:25 -0800,New York,Eastern Time (US & Canada)
569666477265018881,negative,0.6703,Customer Service Issue,0.6703,Virgin America,,ChrisFordisHere,,0,@virginamerica i need to change my flight thats scheduled in  digit  hours and  digit  min wait time on phone  im calling intern  help!!,"[51.04345575, -114.06071363]",2015-02-22 17:14:06 -0800,NYC,Tehran
569652497947734017,positive,1.0,,,Virgin America,,JKF1897,,0,@virginamerica completely awesome experience last month bos las nonstop  thanks for such an awesome flight and depart time   ,,2015-02-22 16:18:33 -0800,,
